id,final_price
1771000430,252629.78
1868902745,1155375.8
6600780130,593745.0
4219400290,1218542.6
7525100520,565613.6
1245003160,524326.4
7575600100,380809.56
3876200060,403421.25
2011000010,306935.75
1323089184,348054.4
2025700730,334566.44
943100683,267840.25
9294300070,705585.4
5100401414,340497.22
9474700020,260058.56
8648900060,520851.94
2790410250,683414.25
6865200444,686728.75
7893805650,360694.8
425069020,781962.9
7784400130,529349.4
3080000030,480990.6
1823069155,508569.7
3629910240,622046.4
1196000007,448259.2
9828700900,697724.6
4123400320,521643.06
8691330310,937029.75
263000155,642565.1
723000114,1338705.0
8562710250,1145389.0
6450304130,642361.75
1225069038,4190902.0
5589900590,589978.9
1223089050,360754.1
1068000520,1288457.8
2436200715,769334.94
7019000050,639784.6
8945100320,276004.56
8656300380,325431.88
7518506715,947703.1
2324800350,948912.8
2558700090,422793.84
3524039209,659695.3
40000362,270642.0
9471201175,1519962.5
3625700010,1157085.1
1843130980,416287.38
524059063,870572.1
7805450110,596769.06
3210400340,330392.22
1954400060,450633.88
8643200020,388627.2
3438500714,359796.38
1023059365,580586.5
7504021310,785989.56
3176100110,615324.94
2923049372,364733.25
8582010240,598912.5
5151600285,430728.06
518500700,566753.9
6332940070,821890.5
8842400071,493230.7
8731951490,460048.62
7227801581,311137.75
7159200005,2225463.0
1972201856,754646.0
3625059140,493001.1
2221000100,353302.06
2322069168,620807.5
4123820450,391118.0
3052700695,778004.75
3723800409,560579.3
2926069083,1162222.2
9545230280,499594.06
3888100043,272377.1
1665400165,266841.72
2985800030,572297.5
1931300090,713964.9
2767603505,632823.0
3758900259,942278.3
3073500045,636401.5
8679600150,338864.78
9578060470,487229.75
6706600090,430775.88
7957600025,309742.4
5703000050,479080.12
1623049041,247338.42
4167300350,351404.5
923000270,490653.62
1474000050,298868.0
5061300030,306153.78
3904100035,402484.28
5469502700,578527.6
2623039019,479234.8
3124059006,800179.3
6633900170,456990.47
5468780250,435470.8
9828702055,558842.5
8566100200,769977.0
2422049107,422488.75
5332200026,706441.6
2450500110,539389.9
9274202885,421633.62
8818400450,884155.4
1524079088,316528.44
8024202520,612710.94
6413600290,578370.6
1254200075,750589.25
1219000043,373492.03
2725079018,767568.9
724069059,1096580.6
1328300180,430774.4
2296500136,823792.6
3832500260,353597.97
2524069097,1810704.2
9808610190,701041.44
9276200569,626874.4
1232000915,657050.6
524069115,670129.0
9558010230,451601.47
2121000250,290780.34
7968000120,374496.12
3750607974,419261.03
9510900360,390959.0
9209900335,673208.1
4427100025,644713.6
1853000510,1052177.2
8857600490,287100.6
8039900086,272391.78
8856004327,315984.66
5119010090,531036.8
2331300395,690035.56
9320500080,409608.38
7234600786,663009.1
526069024,969814.5
1982201485,829915.0
3623500260,792340.4
9478400080,578859.8
2968801240,324648.3
8732300060,543449.56
3348401319,404531.94
2349300069,286067.53
7853280350,911742.6
5317100780,1169214.2
8929000270,586730.94
8091670030,412804.62
3856900507,1177223.8
1423800080,274590.1
5347200160,343501.7
6600400260,281162.84
3205400240,287382.75
1771000760,306401.9
438000025,874202.06
7974200937,663492.5
217500140,897022.25
5315100277,642554.3
9808590210,933470.6
2222900082,787173.06
9268200484,790550.1
4053200410,470897.84
514500090,396805.25
2744000010,328924.0
2624049165,387867.4
2260800110,675335.1
6979970080,650881.06
3524039224,735030.6
1313000220,832069.5
6117502455,343003.62
4270600025,405332.28
1310430400,661275.4
3187600100,761936.5
6850700670,1069993.2
1049010620,350490.16
1982200330,695780.5
